Country,Year_Week,Cases,Y_M
Kyrgyzstan,2009-23,0,2009-6
Lao People's Democratic Republic,2009-23,NA,2009-6
Malaysia,2009-23,0,2009-6
Mongolia,2009-23,0,2009-6
Nepal,2009-23,NA,2009-6
Oman,2009-23,0,2009-6
Pakistan,2009-23,0,2009-6
Philippines,2009-23,0,2009-6
Qatar,2009-23,NA,2009-6
Republic of Korea,2009-23,0,2009-6
Singapore,2009-23,0,2009-6
Sri Lanka,2009-23,0,2009-6
Syrian Arab Republic,2009-23,NA,2009-6
Thailand,2009-23,0,2009-6
Turkey,2009-23,NA,2009-6
Viet Nam,2009-23,0,2009-6
Afghanistan,2009-24,NA,2009-6
Armenia,2009-24,NA,2009-6
Azerbaijan,2009-24,NA,2009-6
Bahrain,2009-24,NA,2009-6
Bangladesh,2009-24,NA,2009-6
Bhutan,2009-24,NA,2009-6
Cambodia,2009-24,0,2009-6
China,2009-24,0,2009-6
Georgia,2009-24,NA,2009-6
India,2009-24,0,2009-6
Indonesia,2009-24,NA,2009-6
Iran (Islamic Republic of),2009-24,0,2009-6
Iraq,2009-24,NA,2009-6
Israel,2009-24,NA,2009-6
Japan,2009-24,0,2009-6
Jordan,2009-24,NA,2009-6
Kazakhstan,2009-24,NA,2009-6
Kyrgyzstan,2009-24,0,2009-6
Lao People's Democratic Republic,2009-24,NA,2009-6
Malaysia,2009-24,0,2009-6
Mongolia,2009-24,0,2009-6
Nepal,2009-24,NA,2009-6
Oman,2009-24,0,2009-6
Pakistan,2009-24,0,2009-6
Philippines,2009-24,0,2009-6
Qatar,2009-24,NA,2009-6
Republic of Korea,2009-24,0,2009-6
Singapore,2009-24,0,2009-6
Sri Lanka,2009-24,0,2009-6
Syrian Arab Republic,2009-24,NA,2009-6
Thailand,2009-24,0,2009-6
Turkey,2009-24,NA,2009-6
Viet Nam,2009-24,0,2009-6
Afghanistan,2009-25,NA,2009-6
Armenia,2009-25,NA,2009-6
Azerbaijan,2009-25,NA,2009-6
Bahrain,2009-25,NA,2009-6
Bangladesh,2009-25,NA,2009-6
Bhutan,2009-25,NA,2009-6
Cambodia,2009-25,0,2009-6
China,2009-25,0,2009-6
Georgia,2009-25,NA,2009-6
India,2009-25,0,2009-6
Indonesia,2009-25,NA,2009-6
Iran (Islamic Republic of),2009-25,0,2009-6
Iraq,2009-25,NA,2009-6
Israel,2009-25,NA,2009-6
Japan,2009-25,0,2009-6
Jordan,2009-25,NA,2009-6
Kazakhstan,2009-25,NA,2009-6
Kyrgyzstan,2009-25,0,2009-6
Lao People's Democratic Republic,2009-25,NA,2009-6
Malaysia,2009-25,0,2009-6
Mongolia,2009-25,0,2009-6
Nepal,2009-25,NA,2009-6
Oman,2009-25,0,2009-6
Pakistan,2009-25,0,2009-6
Philippines,2009-25,0,2009-6
Qatar,2009-25,NA,2009-6
Republic of Korea,2009-25,0,2009-6
Singapore,2009-25,0,2009-6
Sri Lanka,2009-25,0,2009-6
Syrian Arab Republic,2009-25,NA,2009-6
Thailand,2009-25,0,2009-6
Turkey,2009-25,NA,2009-6
Viet Nam,2009-25,0,2009-6
Afghanistan,2009-26,NA,2009-6
Armenia,2009-26,NA,2009-6
Azerbaijan,2009-26,NA,2009-6
Bahrain,2009-26,NA,2009-6
Bangladesh,2009-26,NA,2009-6
Bhutan,2009-26,NA,2009-6
Cambodia,2009-26,0,2009-6
China,2009-26,0,2009-6
Georgia,2009-26,NA,2009-6
India,2009-26,0,2009-6
Indonesia,2009-26,NA,2009-6
Iran (Islamic Republic of),2009-26,0,2009-6
Iraq,2009-26,NA,2009-6
Israel,2009-26,NA,2009-6
Japan,2009-26,0,2009-6
Jordan,2009-26,NA,2009-6
Kazakhstan,2009-26,NA,2009-6
Kyrgyzstan,2009-26,0,2009-6
Lao People's Democratic Republic,2009-26,NA,2009-6
Malaysia,2009-26,0,2009-6
Mongolia,2009-26,0,2009-6
Nepal,2009-26,NA,2009-6
Oman,2009-26,0,2009-6
Pakistan,2009-26,0,2009-6
Philippines,2009-26,0,2009-6
Qatar,2009-26,NA,2009-6
Republic of Korea,2009-26,NA,2009-6
Singapore,2009-26,0,2009-6
Sri Lanka,2009-26,0,2009-6
Syrian Arab Republic,2009-26,NA,2009-6
Thailand,2009-26,0,2009-6
Turkey,2009-26,NA,2009-6
Viet Nam,2009-26,0,2009-6
Afghanistan,2009-27,NA,2009-7
Armenia,2009-27,NA,2009-7
Azerbaijan,2009-27,NA,2009-7
Bahrain,2009-27,NA,2009-7
Bangladesh,2009-27,NA,2009-7
Bhutan,2009-27,NA,2009-7
Cambodia,2009-27,0,2009-7
China,2009-27,0,2009-7
Georgia,2009-27,NA,2009-7
India,2009-27,0,2009-7
Indonesia,2009-27,NA,2009-7
Iran (Islamic Republic of),2009-27,0,2009-7
Iraq,2009-27,NA,2009-7
Israel,2009-27,NA,2009-7
Japan,2009-27,0,2009-7
Jordan,2009-27,NA,2009-7
Kazakhstan,2009-27,NA,2009-7
Kyrgyzstan,2009-27,0,2009-7
Lao People's Democratic Republic,2009-27,NA,2009-7
Malaysia,2009-27,0,2009-7
Mongolia,2009-27,0,2009-7
Nepal,2009-27,NA,2009-7
Oman,2009-27,0,2009-7
Pakistan,2009-27,0,2009-7
Philippines,2009-27,0,2009-7
Qatar,2009-27,NA,2009-7
Republic of Korea,2009-27,NA,2009-7
Singapore,2009-27,0,2009-7
Sri Lanka,2009-27,0,2009-7
Syrian Arab Republic,2009-27,NA,2009-7
Thailand,2009-27,0,2009-7
Turkey,2009-27,NA,2009-7
Viet Nam,2009-27,0,2009-7
Afghanistan,2009-28,NA,2009-7
Armenia,2009-28,NA,2009-7
Azerbaijan,2009-28,NA,2009-7
Bahrain,2009-28,NA,2009-7
Bangladesh,2009-28,NA,2009-7
Bhutan,2009-28,NA,2009-7
Cambodia,2009-28,0,2009-7
China,2009-28,0,2009-7
Georgia,2009-28,NA,2009-7
India,2009-28,0,2009-7
Indonesia,2009-28,NA,2009-7
Iran (Islamic Republic of),2009-28,0,2009-7
Iraq,2009-28,NA,2009-7
Israel,2009-28,NA,2009-7
Japan,2009-28,0,2009-7
Jordan,2009-28,NA,2009-7
Kazakhstan,2009-28,NA,2009-7
Kyrgyzstan,2009-28,0,2009-7
Lao People's Democratic Republic,2009-28,NA,2009-7
Malaysia,2009-28,0,2009-7
Mongolia,2009-28,0,2009-7
Nepal,2009-28,NA,2009-7
Oman,2009-28,0,2009-7
Pakistan,2009-28,0,2009-7
Philippines,2009-28,0,2009-7
Qatar,2009-28,NA,2009-7
Republic of Korea,2009-28,NA,2009-7
Singapore,2009-28,0,2009-7
Sri Lanka,2009-28,0,2009-7
Syrian Arab Republic,2009-28,NA,2009-7
Thailand,2009-28,0,2009-7
Turkey,2009-28,NA,2009-7
Viet Nam,2009-28,0,2009-7
Afghanistan,2009-29,NA,2009-7
Armenia,2009-29,NA,2009-7
Azerbaijan,2009-29,NA,2009-7
Bahrain,2009-29,NA,2009-7
Bangladesh,2009-29,NA,2009-7
Bhutan,2009-29,NA,2009-7
Cambodia,2009-29,0,2009-7
China,2009-29,0,2009-7
Georgia,2009-29,NA,2009-7
India,2009-29,0,2009-7
Indonesia,2009-29,NA,2009-7
Iran (Islamic Republic of),2009-29,0,2009-7
Iraq,2009-29,NA,2009-7
Israel,2009-29,NA,2009-7
Japan,2009-29,0,2009-7
Jordan,2009-29,NA,2009-7
Kazakhstan,2009-29,NA,2009-7
Kyrgyzstan,2009-29,0,2009-7
Lao People's Democratic Republic,2009-29,NA,2009-7
Malaysia,2009-29,0,2009-7
Mongolia,2009-29,0,2009-7
Nepal,2009-29,NA,2009-7
Oman,2009-29,0,2009-7
Pakistan,2009-29,0,2009-7
Philippines,2009-29,0,2009-7
Qatar,2009-29,NA,2009-7
Republic of Korea,2009-29,NA,2009-7
Singapore,2009-29,0,2009-7
Sri Lanka,2009-29,0,2009-7
Syrian Arab Republic,2009-29,NA,2009-7
Thailand,2009-29,0,2009-7
Turkey,2009-29,NA,2009-7
Viet Nam,2009-29,0,2009-7
Afghanistan,2009-30,NA,2009-7
Armenia,2009-30,NA,2009-7
Azerbaijan,2009-30,NA,2009-7
Bahrain,2009-30,NA,2009-7
Bangladesh,2009-30,NA,2009-7
Bhutan,2009-30,NA,2009-7
Cambodia,2009-30,0,2009-7
China,2009-30,0,2009-7
Georgia,2009-30,NA,2009-7
India,2009-30,0,2009-7
Indonesia,2009-30,NA,2009-7
Iran (Islamic Republic of),2009-30,0,2009-7
Iraq,2009-30,NA,2009-7
Israel,2009-30,NA,2009-7
Japan,2009-30,0,2009-7
Jordan,2009-30,NA,2009-7
Kazakhstan,2009-30,NA,2009-7
Kyrgyzstan,2009-30,0,2009-7
Lao People's Democratic Republic,2009-30,NA,2009-7
Malaysia,2009-30,0,2009-7
Mongolia,2009-30,0,2009-7
Nepal,2009-30,NA,2009-7
Oman,2009-30,0,2009-7
Pakistan,2009-30,0,2009-7
Philippines,2009-30,0,2009-7
Qatar,2009-30,NA,2009-7
Republic of Korea,2009-30,NA,2009-7
Singapore,2009-30,0,2009-7
Sri Lanka,2009-30,0,2009-7
Syrian Arab Republic,2009-30,NA,2009-7
Thailand,2009-30,0,2009-7
Turkey,2009-30,NA,2009-7
Viet Nam,2009-30,0,2009-7
Afghanistan,2009-31,NA,2009-8
Armenia,2009-31,NA,2009-8
Azerbaijan,2009-31,NA,2009-8
Bahrain,2009-31,NA,2009-8
Bangladesh,2009-31,NA,2009-8
Bhutan,2009-31,NA,2009-8
Cambodia,2009-31,0,2009-8
China,2009-31,0,2009-8
Georgia,2009-31,NA,2009-8
India,2009-31,0,2009-8
Indonesia,2009-31,NA,2009-8
Iran (Islamic Republic of),2009-31,0,2009-8
Iraq,2009-31,NA,2009-8
Israel,2009-31,NA,2009-8
Japan,2009-31,0,2009-8
Jordan,2009-31,NA,2009-8
Kazakhstan,2009-31,NA,2009-8
Kyrgyzstan,2009-31,0,2009-8
Lao People's Democratic Republic,2009-31,NA,2009-8
Malaysia,2009-31,0,2009-8
Mongolia,2009-31,0,2009-8
Nepal,2009-31,NA,2009-8
Oman,2009-31,0,2009-8
Pakistan,2009-31,0,2009-8
Philippines,2009-31,0,2009-8
Qatar,2009-31,NA,2009-8
Republic of Korea,2009-31,NA,2009-8
Singapore,2009-31,0,2009-8
Sri Lanka,2009-31,0,2009-8
Syrian Arab Republic,2009-31,NA,2009-8
Thailand,2009-31,0,2009-8
Turkey,2009-31,NA,2009-8
Viet Nam,2009-31,0,2009-8
Afghanistan,2009-32,NA,2009-8
Armenia,2009-32,NA,2009-8
Azerbaijan,2009-32,NA,2009-8
Bahrain,2009-32,NA,2009-8
Bangladesh,2009-32,NA,2009-8
Bhutan,2009-32,NA,2009-8
Cambodia,2009-32,0,2009-8
China,2009-32,0,2009-8
Georgia,2009-32,NA,2009-8
India,2009-32,0,2009-8
Indonesia,2009-32,NA,2009-8
Iran (Islamic Republic of),2009-32,0,2009-8
Iraq,2009-32,NA,2009-8
Israel,2009-32,NA,2009-8
Japan,2009-32,0,2009-8
Jordan,2009-32,NA,2009-8
Kazakhstan,2009-32,NA,2009-8
Kyrgyzstan,2009-32,0,2009-8
Lao People's Democratic Republic,2009-32,NA,2009-8
Malaysia,2009-32,0,2009-8
Mongolia,2009-32,0,2009-8
Nepal,2009-32,NA,2009-8
Oman,2009-32,0,2009-8
Pakistan,2009-32,0,2009-8
Philippines,2009-32,0,2009-8
Qatar,2009-32,NA,2009-8
Republic of Korea,2009-32,NA,2009-8
Singapore,2009-32,0,2009-8
Sri Lanka,2009-32,0,2009-8
Syrian Arab Republic,2009-32,NA,2009-8
Thailand,2009-32,0,2009-8
Turkey,2009-32,NA,2009-8
Viet Nam,2009-32,0,2009-8
Afghanistan,2009-33,NA,2009-8
Armenia,2009-33,NA,2009-8
Azerbaijan,2009-33,NA,2009-8
Bahrain,2009-33,NA,2009-8
Bangladesh,2009-33,NA,2009-8
Bhutan,2009-33,NA,2009-8
Cambodia,2009-33,0,2009-8
China,2009-33,0,2009-8
Georgia,2009-33,NA,2009-8
India,2009-33,0,2009-8
Indonesia,2009-33,NA,2009-8
Iran (Islamic Republic of),2009-33,0,2009-8
Iraq,2009-33,NA,2009-8
Israel,2009-33,NA,2009-8
Japan,2009-33,0,2009-8
Jordan,2009-33,NA,2009-8
Kazakhstan,2009-33,NA,2009-8
Kyrgyzstan,2009-33,0,2009-8
Lao People's Democratic Republic,2009-33,NA,2009-8
Malaysia,2009-33,0,2009-8
Mongolia,2009-33,0,2009-8
Nepal,2009-33,NA,2009-8
Oman,2009-33,0,2009-8
Pakistan,2009-33,0,2009-8
Philippines,2009-33,0,2009-8
Qatar,2009-33,NA,2009-8
Republic of Korea,2009-33,NA,2009-8
Singapore,2009-33,0,2009-8
Sri Lanka,2009-33,0,2009-8
Syrian Arab Republic,2009-33,NA,2009-8
Thailand,2009-33,0,2009-8
Turkey,2009-33,NA,2009-8
Viet Nam,2009-33,0,2009-8
Afghanistan,2009-34,NA,2009-8
Armenia,2009-34,NA,2009-8
Azerbaijan,2009-34,NA,2009-8
Bahrain,2009-34,NA,2009-8
Bangladesh,2009-34,NA,2009-8
Bhutan,2009-34,NA,2009-8
Cambodia,2009-34,0,2009-8
China,2009-34,0,2009-8
Georgia,2009-34,NA,2009-8
India,2009-34,0,2009-8
Indonesia,2009-34,NA,2009-8
Iran (Islamic Republic of),2009-34,0,2009-8
Iraq,2009-34,NA,2009-8
Israel,2009-34,NA,2009-8
Japan,2009-34,0,2009-8
Jordan,2009-34,NA,2009-8
Kazakhstan,2009-34,NA,2009-8
Kyrgyzstan,2009-34,0,2009-8
Lao People's Democratic Republic,2009-34,NA,2009-8
Malaysia,2009-34,0,2009-8
Mongolia,2009-34,0,2009-8
Nepal,2009-34,NA,2009-8
Oman,2009-34,0,2009-8
Pakistan,2009-34,0,2009-8
Philippines,2009-34,0,2009-8
Qatar,2009-34,NA,2009-8
Republic of Korea,2009-34,NA,2009-8
Singapore,2009-34,0,2009-8
Sri Lanka,2009-34,0,2009-8
Syrian Arab Republic,2009-34,NA,2009-8
Thailand,2009-34,0,2009-8
Turkey,2009-34,NA,2009-8
Viet Nam,2009-34,0,2009-8
Afghanistan,2009-35,NA,2009-8
Armenia,2009-35,NA,2009-8
Azerbaijan,2009-35,NA,2009-8
Bahrain,2009-35,NA,2009-8
Bangladesh,2009-35,NA,2009-8
Bhutan,2009-35,NA,2009-8
Cambodia,2009-35,0,2009-8
China,2009-35,0,2009-8
Georgia,2009-35,NA,2009-8
India,2009-35,0,2009-8
Indonesia,2009-35,NA,2009-8
Iran (Islamic Republic of),2009-35,0,2009-8
Iraq,2009-35,NA,2009-8
Israel,2009-35,NA,2009-8
Japan,2009-35,0,2009-8
Jordan,2009-35,NA,2009-8
Kazakhstan,2009-35,NA,2009-8
Kyrgyzstan,2009-35,0,2009-8
Lao People's Democratic Republic,2009-35,NA,2009-8
Malaysia,2009-35,0,2009-8
Mongolia,2009-35,0,2009-8
Nepal,2009-35,NA,2009-8
Oman,2009-35,0,2009-8
Pakistan,2009-35,0,2009-8
Philippines,2009-35,0,2009-8
Qatar,2009-35,NA,2009-8
Republic of Korea,2009-35,NA,2009-8
Singapore,2009-35,0,2009-8
Sri Lanka,2009-35,0,2009-8
Syrian Arab Republic,2009-35,NA,2009-8
Thailand,2009-35,0,2009-8
Turkey,2009-35,NA,2009-8
Viet Nam,2009-35,0,2009-8
Afghanistan,2009-36,NA,2009-9
Armenia,2009-36,NA,2009-9
Azerbaijan,2009-36,NA,2009-9
Bahrain,2009-36,NA,2009-9
Bangladesh,2009-36,NA,2009-9
Bhutan,2009-36,NA,2009-9
Cambodia,2009-36,0,2009-9
China,2009-36,0,2009-9
Georgia,2009-36,NA,2009-9
India,2009-36,0,2009-9
Indonesia,2009-36,NA,2009-9
Iran (Islamic Republic of),2009-36,0,2009-9
Iraq,2009-36,NA,2009-9
Israel,2009-36,0,2009-9
Japan,2009-36,0,2009-9
Jordan,2009-36,NA,2009-9
Kazakhstan,2009-36,NA,2009-9
Kyrgyzstan,2009-36,0,2009-9
Lao People's Democratic Republic,2009-36,NA,2009-9
Malaysia,2009-36,0,2009-9
Mongolia,2009-36,0,2009-9
Nepal,2009-36,NA,2009-9
Oman,2009-36,0,2009-9
Pakistan,2009-36,0,2009-9
Philippines,2009-36,0,2009-9
Qatar,2009-36,NA,2009-9
Republic of Korea,2009-36,NA,2009-9
Singapore,2009-36,0,2009-9
Sri Lanka,2009-36,0,2009-9
Syrian Arab Republic,2009-36,NA,2009-9
Thailand,2009-36,0,2009-9
Turkey,2009-36,NA,2009-9
Viet Nam,2009-36,0,2009-9
Afghanistan,2009-37,NA,2009-9
Armenia,2009-37,NA,2009-9
Azerbaijan,2009-37,NA,2009-9
Bahrain,2009-37,NA,2009-9
Bangladesh,2009-37,NA,2009-9
Bhutan,2009-37,NA,2009-9
Cambodia,2009-37,0,2009-9
China,2009-37,0,2009-9
Georgia,2009-37,NA,2009-9
India,2009-37,0,2009-9
Indonesia,2009-37,NA,2009-9
Iran (Islamic Republic of),2009-37,0,2009-9
Iraq,2009-37,NA,2009-9
Israel,2009-37,NA,2009-9
Japan,2009-37,0,2009-9
Jordan,2009-37,NA,2009-9
Kazakhstan,2009-37,NA,2009-9
Kyrgyzstan,2009-37,0,2009-9
Lao People's Democratic Republic,2009-37,NA,2009-9
Malaysia,2009-37,0,2009-9
Mongolia,2009-37,0,2009-9
Nepal,2009-37,NA,2009-9
Oman,2009-37,0,2009-9
Pakistan,2009-37,0,2009-9
Philippines,2009-37,0,2009-9
Qatar,2009-37,NA,2009-9
Republic of Korea,2009-37,0,2009-9
Singapore,2009-37,0,2009-9
Sri Lanka,2009-37,0,2009-9
Syrian Arab Republic,2009-37,NA,2009-9
Thailand,2009-37,0,2009-9
Turkey,2009-37,NA,2009-9
Viet Nam,2009-37,0,2009-9
Afghanistan,2009-38,NA,2009-9
Armenia,2009-38,NA,2009-9
Azerbaijan,2009-38,NA,2009-9
Bahrain,2009-38,NA,2009-9
Bangladesh,2009-38,NA,2009-9
Bhutan,2009-38,NA,2009-9
Cambodia,2009-38,0,2009-9
China,2009-38,0,2009-9
Georgia,2009-38,NA,2009-9
India,2009-38,0,2009-9
Indonesia,2009-38,NA,2009-9
Iran (Islamic Republic of),2009-38,0,2009-9
Iraq,2009-38,NA,2009-9
Israel,2009-38,NA,2009-9
Japan,2009-38,0,2009-9
Jordan,2009-38,NA,2009-9
Kazakhstan,2009-38,NA,2009-9
Kyrgyzstan,2009-38,NA,2009-9
Lao People's Democratic Republic,2009-38,NA,2009-9
Malaysia,2009-38,0,2009-9
Mongolia,2009-38,0,2009-9
Nepal,2009-38,NA,2009-9
Oman,2009-38,0,2009-9
Pakistan,2009-38,0,2009-9
Philippines,2009-38,0,2009-9
Qatar,2009-38,NA,2009-9
Republic of Korea,2009-38,NA,2009-9
Singapore,2009-38,0,2009-9
Sri Lanka,2009-38,0,2009-9
Syrian Arab Republic,2009-38,NA,2009-9
Thailand,2009-38,0,2009-9
Turkey,2009-38,NA,2009-9
Viet Nam,2009-38,0,2009-9
Afghanistan,2009-39,NA,2009-9
Armenia,2009-39,NA,2009-9
Azerbaijan,2009-39,NA,2009-9
Bahrain,2009-39,NA,2009-9
Bangladesh,2009-39,NA,2009-9
Bhutan,2009-39,NA,2009-9
Cambodia,2009-39,0,2009-9
China,2009-39,0,2009-9
Georgia,2009-39,NA,2009-9
India,2009-39,0,2009-9
Indonesia,2009-39,NA,2009-9
Iran (Islamic Republic of),2009-39,0,2009-9
Iraq,2009-39,NA,2009-9
Israel,2009-39,NA,2009-9
Japan,2009-39,0,2009-9
Jordan,2009-39,NA,2009-9
Kazakhstan,2009-39,0,2009-9
Kyrgyzstan,2009-39,NA,2009-9
Lao People's Democratic Republic,2009-39,NA,2009-9
Malaysia,2009-39,0,2009-9
Mongolia,2009-39,0,2009-9
Nepal,2009-39,NA,2009-9
Oman,2009-39,0,2009-9
Pakistan,2009-39,0,2009-9
Philippines,2009-39,0,2009-9
Qatar,2009-39,NA,2009-9
Republic of Korea,2009-39,NA,2009-9
Singapore,2009-39,0,2009-9
Sri Lanka,2009-39,0,2009-9
Syrian Arab Republic,2009-39,NA,2009-9
Thailand,2009-39,0,2009-9
Turkey,2009-39,NA,2009-9
Viet Nam,2009-39,0,2009-9
Afghanistan,2009-40,NA,2009-10
Armenia,2009-40,NA,2009-10
Azerbaijan,2009-40,NA,2009-10
Bahrain,2009-40,NA,2009-10
Bangladesh,2009-40,NA,2009-10
Bhutan,2009-40,NA,2009-10
Cambodia,2009-40,0,2009-10
China,2009-40,0,2009-10
Georgia,2009-40,NA,2009-10
India,2009-40,0,2009-10
Indonesia,2009-40,NA,2009-10
Iran (Islamic Republic of),2009-40,0,2009-10
Iraq,2009-40,NA,2009-10
Israel,2009-40,NA,2009-10
Japan,2009-40,0,2009-10
Jordan,2009-40,NA,2009-10
Kazakhstan,2009-40,0,2009-10
Kyrgyzstan,2009-40,NA,2009-10
Lao People's Democratic Republic,2009-40,NA,2009-10
Malaysia,2009-40,0,2009-10
Mongolia,2009-40,0,2009-10
Nepal,2009-40,NA,2009-10
Oman,2009-40,0,2009-10
Pakistan,2009-40,0,2009-10
Philippines,2009-40,0,2009-10
Qatar,2009-40,NA,2009-10
Republic of Korea,2009-40,NA,2009-10
Singapore,2009-40,0,2009-10
Sri Lanka,2009-40,0,2009-10
Syrian Arab Republic,2009-40,NA,2009-10
Thailand,2009-40,0,2009-10
Turkey,2009-40,NA,2009-10
Viet Nam,2009-40,0,2009-10
Afghanistan,2009-41,NA,2009-10
Armenia,2009-41,NA,2009-10
Azerbaijan,2009-41,NA,2009-10
Bahrain,2009-41,NA,2009-10
Bangladesh,2009-41,NA,2009-10
Bhutan,2009-41,NA,2009-10
Cambodia,2009-41,0,2009-10
China,2009-41,0,2009-10
Georgia,2009-41,NA,2009-10
India,2009-41,0,2009-10
Indonesia,2009-41,NA,2009-10
Iran (Islamic Republic of),2009-41,0,2009-10
Iraq,2009-41,NA,2009-10
Israel,2009-41,NA,2009-10
Japan,2009-41,0,2009-10
Jordan,2009-41,NA,2009-10
Kazakhstan,2009-41,0,2009-10
Kyrgyzstan,2009-41,NA,2009-10
Lao People's Democratic Republic,2009-41,NA,2009-10
Malaysia,2009-41,0,2009-10
Mongolia,2009-41,0,2009-10
Nepal,2009-41,NA,2009-10
Oman,2009-41,0,2009-10
Pakistan,2009-41,0,2009-10
Philippines,2009-41,0,2009-10
Qatar,2009-41,NA,2009-10
Republic of Korea,2009-41,NA,2009-10
Singapore,2009-41,0,2009-10
Sri Lanka,2009-41,0,2009-10
Syrian Arab Republic,2009-41,NA,2009-10
Thailand,2009-41,0,2009-10
Turkey,2009-41,NA,2009-10
Viet Nam,2009-41,0,2009-10
Afghanistan,2009-42,NA,2009-10
Armenia,2009-42,NA,2009-10
Azerbaijan,2009-42,NA,2009-10
Bahrain,2009-42,NA,2009-10
Bangladesh,2009-42,NA,2009-10
Bhutan,2009-42,NA,2009-10
Cambodia,2009-42,0,2009-10
China,2009-42,0,2009-10
Georgia,2009-42,NA,2009-10
India,2009-42,0,2009-10
Indonesia,2009-42,NA,2009-10
Iran (Islamic Republic of),2009-42,0,2009-10
Iraq,2009-42,NA,2009-10
Israel,2009-42,0,2009-10
Japan,2009-42,0,2009-10
Jordan,2009-42,NA,2009-10
Kazakhstan,2009-42,0,2009-10
Kyrgyzstan,2009-42,NA,2009-10
Lao People's Democratic Republic,2009-42,NA,2009-10
Malaysia,2009-42,0,2009-10
Mongolia,2009-42,0,2009-10
Nepal,2009-42,NA,2009-10
Oman,2009-42,0,2009-10
Pakistan,2009-42,0,2009-10
Philippines,2009-42,0,2009-10
Qatar,2009-42,NA,2009-10
Republic of Korea,2009-42,NA,2009-10
Singapore,2009-42,0,2009-10
Sri Lanka,2009-42,0,2009-10
Syrian Arab Republic,2009-42,NA,2009-10
Thailand,2009-42,0,2009-10
Turkey,2009-42,NA,2009-10
Viet Nam,2009-42,0,2009-10
Afghanistan,2009-43,NA,2009-10
Armenia,2009-43,NA,2009-10
Azerbaijan,2009-43,NA,2009-10
Bahrain,2009-43,NA,2009-10
Bangladesh,2009-43,NA,2009-10
Bhutan,2009-43,NA,2009-10
Cambodia,2009-43,0,2009-10
China,2009-43,0,2009-10
Georgia,2009-43,NA,2009-10
India,2009-43,0,2009-10
Indonesia,2009-43,NA,2009-10
Iran (Islamic Republic of),2009-43,0,2009-10
Iraq,2009-43,NA,2009-10
Israel,2009-43,NA,2009-10
Japan,2009-43,0,2009-10
Jordan,2009-43,NA,2009-10
Kazakhstan,2009-43,0,2009-10
Kyrgyzstan,2009-43,NA,2009-10
Lao People's Democratic Republic,2009-43,NA,2009-10
Malaysia,2009-43,0,2009-10
Mongolia,2009-43,0,2009-10
Nepal,2009-43,NA,2009-10
Oman,2009-43,0,2009-10
Pakistan,2009-43,0,2009-10
Philippines,2009-43,0,2009-10
Qatar,2009-43,NA,2009-10
Republic of Korea,2009-43,0,2009-10
Singapore,2009-43,0,2009-10
Sri Lanka,2009-43,0,2009-10
Syrian Arab Republic,2009-43,NA,2009-10
Thailand,2009-43,0,2009-10
Turkey,2009-43,0,2009-10
Viet Nam,2009-43,0,2009-10
Afghanistan,2009-44,NA,2009-11
Armenia,2009-44,NA,2009-11
Azerbaijan,2009-44,NA,2009-11
Bahrain,2009-44,NA,2009-11
Bangladesh,2009-44,NA,2009-11
Bhutan,2009-44,NA,2009-11
Cambodia,2009-44,0,2009-11
China,2009-44,0,2009-11
Georgia,2009-44,NA,2009-11
India,2009-44,0,2009-11
Indonesia,2009-44,NA,2009-11
Iran (Islamic Republic of),2009-44,0,2009-11
Iraq,2009-44,NA,2009-11
Israel,2009-44,NA,2009-11
Japan,2009-44,0,2009-11
Jordan,2009-44,NA,2009-11
Kazakhstan,2009-44,0,2009-11
Kyrgyzstan,2009-44,NA,2009-11
Lao People's Democratic Republic,2009-44,NA,2009-11
Malaysia,2009-44,0,2009-11
Mongolia,2009-44,0,2009-11
Nepal,2009-44,NA,2009-11
Oman,2009-44,0,2009-11
Pakistan,2009-44,0,2009-11
Philippines,2009-44,0,2009-11
Qatar,2009-44,NA,2009-11
Republic of Korea,2009-44,NA,2009-11
Singapore,2009-44,0,2009-11
Sri Lanka,2009-44,0,2009-11
Syrian Arab Republic,2009-44,NA,2009-11
Thailand,2009-44,0,2009-11
Turkey,2009-44,0,2009-11
Viet Nam,2009-44,0,2009-11
Afghanistan,2009-45,NA,2009-11
Armenia,2009-45,NA,2009-11
Azerbaijan,2009-45,NA,2009-11
Bahrain,2009-45,NA,2009-11
Bangladesh,2009-45,NA,2009-11
Bhutan,2009-45,NA,2009-11
Cambodia,2009-45,0,2009-11
China,2009-45,0,2009-11
Georgia,2009-45,NA,2009-11
India,2009-45,0,2009-11
Indonesia,2009-45,NA,2009-11
Iran (Islamic Republic of),2009-45,0,2009-11
Iraq,2009-45,NA,2009-11
Israel,2009-45,NA,2009-11
Japan,2009-45,0,2009-11
Jordan,2009-45,NA,2009-11
Kazakhstan,2009-45,0,2009-11
Kyrgyzstan,2009-45,NA,2009-11
Lao People's Democratic Republic,2009-45,NA,2009-11
Malaysia,2009-45,0,2009-11
Mongolia,2009-45,0,2009-11
Nepal,2009-45,NA,2009-11
Oman,2009-45,0,2009-11
Pakistan,2009-45,0,2009-11
Philippines,2009-45,0,2009-11
Qatar,2009-45,NA,2009-11
Republic of Korea,2009-45,NA,2009-11
Singapore,2009-45,0,2009-11
Sri Lanka,2009-45,0,2009-11
Syrian Arab Republic,2009-45,NA,2009-11
Thailand,2009-45,NA,2009-11
Turkey,2009-45,0,2009-11
