Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
DIAMANT165  	03/22/1983	EU	FARZWK	DIAMAT	3550806	1K0	0          	  	  	G13EU   	DIAMANT165          
DIAMANTCP60 	10/07/1999	GL	AMTR  	DIAMAN	       	1L7	1          	3O	  	EXPA1L71	DIAMANTCP60         
DIAMANTSUPER	10/07/1999	GL	AMTR  	DIASUP	       	1L7	1          	3O	  	EXPA1L71	DIAMANTSUPER        
DILLEY68    	11/03/1983	GL	AMTR  	68    	       	1L7	1          	3O	  	EXPA1L71	LOMBARDDILLEY68     
DISCOVERY   	09/29/1989	GL	AMTR  	PROGRS	05612UY	1L7	1          	3O	NT	EXPA1L71	DISCOVERY           
DISCUS2B    	06/02/2003	EU	SCHEMP	DISCUS	3801904	1K0	0          	  	  	        	DISCUS2B            
DISCUS2CT   	11/04/2008	EU	SCHEMP	DISCUS	3802011	1K0	0          	  	  	        	DISCUS2CT           
DISCUSA     	01/03/1989	EU	SCHEMP	DISCUS	38019VP	1K0	0          	  	  	G53EU   	DISCUSA             
DISCUSB     	01/03/1989	EU	SCHEMP	DISCUS	38019VN	1K0	0          	  	  	G53EU   	DISCUSB             
DISCUSCS    	07/26/2007	EU	SCHEMP	DISCUS	38019VS	1K0		  	  	        	DISCUSCS            
DJC6        	03/22/1983	EA	WACO  	JC    	9600806	1Q7	1          	3R	  	ATC538  	DJC6                
DL65TCRAFT  	03/22/1983	EA	TCRAFK	D     	8850420	1H7	1          	3O	  	A746    	DL65                
DO228*      	01/10/1985	EU	DORNER	DO228 	       	1H7	2          	4T	RT	A16EU   	DORNIER228MODELUNK  
DO228100    	11/01/2001	EU	DORNER	DO228 	2994999	1H7	2          	4T	RT	A16EU   	DORNIER228100       
DO228200    	01/10/1985	EU	DORNER	DO228 	2995000	1H7	2          	4T	RT	A16EU   	DORNIER228200       
DO228201    	03/05/1986	EU	DORNER	DO228 	2992020	2H7	2          	4T	RT	A16EU   	DO228201            
DO228202    	06/30/1988	EU	DORNER	DO228 	2992030	2H7	2          	4T	RT	A16EU   	DO228202            
DO228212    	09/12/2000	EU	DORNER	DO228 	       	2H7	2          	4T	RT	A16EU   	DO228212            
DO27A1      	04/03/2000	EU	DORNER	DO27  	2990701	1H7	1          	3O	NC	EXPA1H71	DO27A1              
DO27A4      	12/16/1986	EU	DORNER	DO27  	2990704	1H7	1          	3O	NC	EXPA1H71	DO27A4              
DO27B1      	12/16/1986	EU	DORNER	DO27  	2990721	1H7	1          	3O	NC	EXPA1H71	DO27B1              
DO27Q6      	11/01/2001	EU	DORNER	DO27  	2990616	1H7	1          	3O	  	A8IN    	DO27Q6              
DO28*       	03/22/1983	EU	DORNER	DO28  	       	1H7	2          	3O	  	7A13    	DO28MODELUNK        
DO28A1      	03/22/1983	EU	DORNER	DO28  	2990102	1H7	2          	3O	  	7A13    	DO28A1              
DO28B1      	03/22/1983	EU	DORNER	DO28  	2990202	1H7	2          	3O	  	7A13    	DO28B1              
DO28D       	03/22/1983	EU	DORNER	DO28  	2991401	1H7	2          	3O	  	A16EU   	DO28DSKYSERVANT     
DO28D1      	03/22/1983	EU	DORNER	DO28  	2991404	1H7	2          	3O	  	A16EU   	DO28D1              
DO328100    	09/26/1996	NM	DORNER	DO32  	2996000	2H7	2          	4T	RT	A45NM   	DO328100            
DO328300    	06/21/2000	NM	DORNER	DO32  	       	2H7	2          	4T	RT	A55NM   	DO328300            
DOLPHIN1SPEC	03/22/1983	WP	DOUG  	DOLPHN	3020102	1H7	2          	3R	  	2366    	DOLPHIN1SPECIAL     
DOLPHIN8    	03/22/1983	WP	DOUG  	DOLPHN	3020104	1H7	2          	3R	  	2482    	DOLPHIN8            
DOMINATOR   	08/05/1993	GL	AMTR  	DMINTR	13017ML	1L7	1          	3O	NT	EXPA1L71	DOMINATORBIGONE     
DOODLEBUG   	03/22/1983	GL	AMTR  	DOOBUG	05601U6	1L7	1          	3O	  	EXPA1L71	DOODLEBUG           
DOUBLEDUCE  	10/07/1999	GL	AMTR  	DBLDCE	       	1Q7	1          	3O	  	EXPA1Q71	DOUBLEDUCE          
DQC6        	03/22/1983	EA	WACO  	QC6   	9600642	1Q7	1          	3R	  	ATC579  	DQC6                
DR1050      	03/22/1983	EU	JODEL 	DR1050	       	1L7	1          	3O	  	A4IN    	DR1050              
DR107       	02/08/1999	GL	AMTR  	DR107 	0560522	1L7	1          	3O	NC	EXPA1L71	DR107               
DRAGONFLMKII	01/16/2002	GL	AMTR  	DRAGON	05610OX	1Q7	1          	3O	NC	EXPA1B71	DRAGONFLYMKII       
DRAGONFLY   	03/22/1983	GL	AMTR  	FLY   	       	1H7	1          	3O	  	EXPA1L71	DRAGONFLY           
DREAMMACH503	09/14/2006	GL	AMTR  	BUCKEY	05623AF	1K7	1          	3I	NT	EXPA1K71	DREAMMACHINE503B    
DREAMMACH582	05/07/2001	GL	AMTR  	582   	       	1K7	1          	3I	NT	EXPA1K71	DREAMMACHINE582/503 
DRIFTEARV582	07/25/2007	GL	AMTR  	ARV582	95708DM	1H7	1          	  	  	EXPA1H71	DRIFTERARV582       
DRIFTER     	01/10/1985	GL	AMTR  	DRFTR 	05675WR	1H7	1          	3O	  	EXPA1H71	DRIFTER             
DRIFTERMU532	10/17/2008	GL	AMTR  	DRFTR 	       	1H7	1          	  	  	        	DRIFTERMU532        
DRUCKMAN102 	10/24/2003	GL	AMTR  	102   	1H71   	   		  	  	EXPA1H71	DRUCKMAN102         
DS1BABYBIRD 	02/28/1985	GL	AMTR  	DS1   	056136N	1H7	1          	3I	NT	EXPA1H71	DS1BABYBIRD         
DSA1        	10/07/1999	NM	AMTR  	DSA   	       	1Q7	1          	3O	  	EXPA1Q71	SMITHMINIPLANEDSA1  
DSA1G       	02/06/2001	GL	AMTR  	DSA1  	83501D1	1Q7	1          	3O	HC	EXPA1Q71	DSA1MINIPLANE       
DSA2        	10/07/1999	NM	AMTR  	DSA   	835011E	1Q7	1          	3O	NC	EXPA1Q71	SMITHMIMIPLANEDSA2  
DSK1HAWK    	03/22/1983	GL	AMTR  	DSK   	       	1L7	1          	3O	  	EXPA1L71	DSK1HAWK            
DSO         	03/22/1983	EA	WACO  	DSO   	9601208	1Q7	1          	3V	  	ATC42   	DSO                 
DUALSTAR    	07/01/2002	GL	AMTR  	PIONER	       	1L7	1          	  	  	EXPA1L71	DUALSTAR            
DUSTERCOPTER	10/07/1999	GL	AMTR  	DUSTER	       	1G7	1          	3O	  	EXPA1G71	DUSTERCOPTER        
DUSTERSAILPL	10/07/1999	GL	AMTR  	DUSTER	       	1K0	0          	  	  	EXPA1K00	DUSTER              
DV01        	03/22/1983	GL	AMTR  	DV01  	       	1B0	0          	  	  	EXPA1B00	DV01                
DV20        	03/21/1997	EU	HOACAU	DV20  	4170001	1L7	1          	3O	  	A74EU   	DV20KATANA          
DW1         	10/03/1985	GL	EAGLE 	DW    	3230203	1Q7	1          	3R	NC	A4NW    	EAGLEDW1            
DYKEDELTAJD2	10/07/1999	GL	AMTR  	DYKDEL	       	1D7	1          	3O	  	EXPA1D71	DYKEDELTAJD2        
E           	12/13/1991	CE	UNIVAR	E     	0420504	1L7	1          	3O	NT	A787    	E                   
E17B        	02/09/2001	CE	BEECH 	17    	1150550	1Q7	1          	3R	  	TC641   	E17B                
E17L        	02/09/2001	CE	BEECH 	17    	1150556	1Q7	1          	3R	  	TC641   	E17L                
E18S        	02/09/2001	CE	BEECH 	18    	1151006	1L7	2          	3R	  	A765    	E18S                
E18S9700    	02/09/2001	CE	BEECH 	18    	1151008	1L7	2          	3R	  	A765    	E18S9700            
E2          	08/30/1984	SO	PIPER 	E2    	7100302	1H7	1          	3O	  	ATC455  	E2                  
E210        	08/13/2002	GL	AMTR  	KAVAN 	       	1B0	0          	  	  	EXPA1B00	E210                
E310H       	03/22/1983	CE	CESSNA	310   	2074222	1L7	2          	3O	  	3A10    	E310H               
E310J       	03/22/1983	CE	CESSNA	310   	       	1L7	2          	3O	  	3A10    	E310J               
E33         	02/09/2001	CE	BEECH 	33    	1151422	1L7	1          	3O	  	3A15    	E33                 
E33A        	02/09/2001	CE	BEECH 	33    	1151424	1L7	1          	3O	  	3A15    	E33A                
E33C        	02/09/2001	CE	BEECH 	33    	1151432	1L7	1          	3O	  	3A15    	E33C                
E35         	02/09/2001	CE	BEECH 	35    	1151512	1L7	1          	3O	  	A777    	E35                 
E50         	02/09/2001	CE	BEECH 	50    	1152524	1L7	2          	3O	  	5A4     	E50                 
E55         	02/09/2001	CE	BEECH 	55    	1152732	1L7	2          	3O	  	3A16    	E55                 
E55A        	02/09/2001	CE	BEECH 	55    	       	1L7	2          	3O	  	3A16    	E55A                
E75         	03/22/1983	CE	BOEING	75    	1380120	1Q7	1          	3R	  	A743    	E75                 
E75N1       	03/22/1983	CE	BOEING	75    	1380154	1Q7	1          	3R	  	A743    	E75N1               
E90         	02/09/2001	CE	BEECH 	90    	1152914	1L7	2          	3T	  	3A20    	E90                 
E95         	02/09/2001	CE	BEECH 	95    	1153410	1L7	2          	3O	  	3A16    	E95                 
EA1         	03/22/1983	GL	AMTR  	EA1   	0566704	1B7	1          	3O	  	EXPA1B71	EA1                 
EA230       	10/07/1999	GL	AMTR  	EA230 	05613LX	1M7	1          	3O	NC	EXPA1M71	EXTRA230            
EA300       	12/19/2000	EU	EXTRA 	EA300 	70218DI	1M7	1          	3O	NC	A67EU   	EA300               
EA300L      	10/15/1997	EU	RHNFLU	EXT300	70218DG	1M7	1          	3O	NC	EA67U   	EA300L              
EA300S      	12/19/2000	EU	EXTRA 	EA300 	1130864	1M7	1          	3O	NC	A67EU   	EA300S              
EA3B        	09/10/1997	WP	DOUG  	EA3B  	3026209	2H7	2          	4J	RT	EXPA2H72	EA3B                
EA400       	12/18/2001	EU	EXTRA 	EA400 	7021804	1H7	1          	3O	RT	A43CE   	EA400               
EA5         	03/22/1983	WP	ARDELT	EA5   	       	1K0	0          	  	  	TC14    	EA5                 
EAAACROSPORT	09/10/2001	GL	AMTR  	EAA   	0564667	1Q7	1          	3O	NC	EXPA1Q71	EAAACROSPORT        
EAABIPLANE  	02/16/2000	GL	AMTR  	EAABIP	3360368	1Q7	1          	3O	NT	EXPA1Q71	EAABIPLANE          
EAABIPLANE* 	10/07/1999	GL	AMTR  	EAABIP	       	1Q7	1          	3O	  	EXPA1Q71	EAABIPLANEMODELUNK  
EAABIPLANEB1	09/19/2008	  	      	      	       	   		  	  	        	                    
EAABIPLANEP 	10/07/1999	GL	AMTR  	EAABIP	       	1Q7	1          	3O	  	EXPA1Q71	EAABIPLANEP         
EAABIPLANEP1	10/07/1999	GL	AMTR  	EAABIP	       	1Q7	1          	3O	  	EXPA1Q71	EAABIPLANEP1        
EAABIPLANEP2	10/07/1999	GL	AMTR  	EAABIP	       	1Q7	1          	3O	  	EXPA1Q71	EAABIPLANEP2        
EAGLE       	11/24/2003	GL	AMTR  	EAGLE 	0560504	1G7	1          	  	  	EXPA1G71	EAGLE               
EAGLE2      	10/07/1999	GL	AMTR  	EAGLE2	05658KG	1H7	1          	3I	  	EXPA1H71	EAGLE2              
EAGLEC7     	03/22/1983	EA	EAGLEB	C7    	3240207	1B0	0          	  	  	EXPA1B00	EAGLEC7             
EAGLEROCK   	03/22/1983	WP	AIRMEC	A1    	0400302	1Q7	1          	3V	  	ATC8    	LONGWINGEAGLEROCK   
EAGLEROCKA1 	03/22/1983	WP	AIRMEC	A1    	0400114	1Q7	1          	3R	  	ATC57   	EAGLEROCKA1         
EAGLEROCKA12	03/22/1983	WP	AIRMEC	A1    	0400122	1Q7	1          	3R	  	ATC139  	EAGLEROCKA12        
EAGLEROCKA13	03/22/1983	WP	AIRMEC	A1    	0400124	1Q7	1          	3R	  	ATC141  	EAGLEROCKA13        
EAGLEROCKA2 	03/22/1983	WP	AIRMEC	A1    	0400116	1Q7	1          	3V	  	ATC58   	EAGLEROCKA2         
EAGLEROCKA3 	03/22/1983	WP	AIRMEC	A1    	0400118	1Q7	1          	3V	  	ATC59   	EAGLEROCKA3         
EAGLEROCKA4 	03/22/1983	WP	AIRMEC	A1    	0400120	1Q7	1          	3V	  	ATC59   	EAGLEROCKA4         
EAGLET230   	03/22/1983	NM	AMEGLE	EAGLET	0650106	1H7	1          	3R	  	ATC380  	AMERICANEAGLET230   
EAGLET231   	03/22/1983	NM	AMEGLE	EAGLET	0650108	1H7	1          	3R	  	2387    	AMERICANEAGLET231   
EAGLETA311B 	03/22/1983	NM	AMEGLE	EAGLET	0650102	1H7	1          	3O	  	2583    	AMERICANEAGLETA311B 
EAGLETB31   	03/22/1983	NM	AMEGLE	EAGLET	0650104	1H7	1          	3R	  	ATC450  	AMERICANEAGLETB31   
EAGLEXL2    	07/21/1983	GL	AMTR  	XL    	       	1H7	1          	3I	  	EXPA1H71	EAGLEXL2            
EAGLEXTS150 	02/06/2002	GL	EAGLE 	XTS   	05607BZ	1H7	1          	3I	NC	A00005LA	EAGLEXTS150         
EARLYBIRDJNY	06/21/1991	GL	AMTR  	EARLY 	056165J	1Q7	1          	3O	NC	EXPA1Q71	EARLY BIRD JENNY    
EARTHWINDS  	06/13/1995	WP	AMTR  	      	05637EG	1B0	0          	0 	0 	EXPA1B00	EARTHWINDS          
EASYEAGLE1  	11/18/2002	GL	AMTR  	GROSSO	05610AR	1B7	1          	30	NC	EXPA1B71	EASYEAGLE1          
EASYRISER   	09/18/2008	SO	AMTR  	      	       	1F7	1          	3 	NT	EXPA1F71	EASYRISER           
EASYTWO     	03/22/1983	GL	AMTR  	EASY2 	0563804	1L7	1          	3O	  	EXPA1L71	EASYTWO             
EBJENNY     	10/19/2007	GL	AMTR  	JENNY 	05621YQ	1Q7	1          	  	NC	AMTR1Q71	EBJENNY             
EC120B      	08/25/1999	EU	UROCOP	EC120 	8680987	1G7	2          	3U	NC	R0001RD 	EC120B              
EC130B4     	01/28/2004	EU	UROCOP	EC130 	8680989	1G7	2          	3U	  	H9EU    	EC130B4             
EC130T2     	01/25/2013	EU	UROCOP	EC130 	868099A	1G7	2          	3U	  	H9EU    	EC130T2             
EC135P1     	05/01/1998	EU	UROCOP	EC135 	8680990	1G7	2          	3U	O 	H88EU   	EC135P1             
EC135P2     	01/28/2004	EU	UROCOP	EC135 	5620027	1G7	2          	3U	  	H88EU   	EC135P2             
EC135P2+    	09/25/2008	EU	UROCOP	EC135 	5620030	1G7	2          	3U	  	H88EU   	EC135P2+            
EC135T1     	08/30/2001	EU	UROCOP	EC135 	5620026	1G7	2          	3U	  	H88EU   	EC135TI             
EC135T2     	11/04/2008	SW	UROCOP	EC135 	5620028	1G7	2          	3U	  	H88EU   	EC135T2             
EC135T2+    	09/19/2008	EU	UROCOP	EC135 	5620031	1G7	2          	3U	  	H88EU   	EC135T2+            
EC155B      	05/28/2003	EU	UROCOP	EC155 	8681000	1G7	2          	3U	  	H10EU   	EC155B              
EC225LP     	10/15/2009	EU	UROCOP	EC225 	8680997	2G7	2          	4U	RT	H4EU    	EC225LP             
EC40        	03/22/1983	EU	SSVV  	EC40  	       	1K0	0          	  	  	G3EU    	EC40                
ECHO        	09/25/2008	  	COSMOS	      	       	1W7	1          	  	  	        	ECHO                
ECLIPSE500  	08/25/2003	GL	AMTR  	500   	05614K5	1L7	2          	3F	RT	EXPA1L72	ECLIPSE500          
ECLIPSEEA500	08/16/2007	SW	ECLIPS	EA500 	3350000	1L7	2          	4J	RT	A00002AC	ECLIPSEEA500        
EDELWEISC30S	03/22/1983	EU	SIREN 	C30   	8270302	1K0	0          	  	  	G8EU    	EDELWEISSC30S       
EDELWEISS   	10/07/1999	GL	AMTR  	EDLWIS	       	1L7	1          	3I	O 	EXPA1L71	EDELWEISS           
EDGE540     	12/20/1996	GL	AMTR  	540   	056020M	1M7	1          	3O	NC	EXPA1M71	EDGE540             
EDGE540T    	10/17/2008	GL	AMTR  	540   	       	1M7	1          	  	  	        	EDGE540T            
EDGEX       	10/19/2007	GL	AIRBAU	EDGE  	       	1W7	1          	  	NT	EXPA1W71	AIRBORNEEDGEX       
EGC7        	03/22/1983	EA	WACO  	GC7   	9600608	1Q7	1          	3R	  	ATC639  	EGC7                
EGC8        	03/22/1983	EA	WACO  	EGC   	9600610	1Q7	1          	3R	  	TC665   	EGC8                
EH101       	12/20/1996	GL	AMTR  	EH101 	130018D	1G7	1          	3O	0 	EXPA1G71	EH101               
EH101300    	07/29/2015	EU	AGUSTA	EH101 	       	1G7	3          	4U	RT	H80EU   	EH101300            
EH101500    	07/29/2015	EU	AGUSTA	EH101 	       	1G7	3          	4U	RT	H80EU   	EH101500            
ELCAMINO701 	03/22/1983	GL	AMTR  	70    	       	1H7	1          	3O	  	EXPA1H71	ELCAMINO701         
ELECTIC1C   	03/22/1983	GL	AMTR  	ELECT 	       	1H7	1          	3O	  	EXPA1H71	ELECTIC1C           
ELFESTDS3   	03/22/1983	EU	NEUKOM	S3    	6270502	1K0	0          	  	  	EXPA1K00	ELFESTANDARDS3      
ELGRINGO    	10/07/1999	GL	AMTR  	GRINGO	0560810	1L7	1          	3O	  	EXPA1L71	ELGRINGO            
ELITE532    	10/07/1999	GL	AMTR  	ELITE 	13027GG	1G7	1          	3I	NT	EXPA1G71	AIRCOMMANDELITE532  
ELITERG     	04/26/2001	GL	AMTR  	ELITE 	05604FG	1M7	1          	3O	RT	EXPA1M71	ELITERG             
EMB110*     	03/07/1986	SO	EMB   	110   	       	1L7	2          	4T	RT	A21SO   	EMB110MODELUNK      
EMB110P1    	03/22/1983	SO	EMB   	110   	3260122	1L7	2          	4T	  	A21SO   	EMB110P1            
EMB110P2    	03/22/1983	SO	EMB   	110   	3260124	1L7	2          	4T	  	A21SO   	EMB110P2            
EMB120      	01/16/1986	SO	EMB   	120   	3260201	2L7	2          	4T	RT	A31SO   	EMB120              
EMB120ER    	12/07/1993	SO	EMB   	120   	3260203	2L7	2          	4T	RT	A31SO   	EMB120ER            
EMB120FC    	03/18/2002	SO	EMB   	120   	3260204	2L7	2          	4T	RT	A31SO   	EMB120FC            
EMB120QC    	10/01/2007	SO	EMB   	120   	3260205	2L7	2          	4T	RT	A31SO   	EMB120QC            
EMB120RT    	11/01/2001	SO	EMB   	120   	3260202	2L7	2          	4T	RT	A31SO   	EMB120RT            
EMB135BJ    	01/28/2004	SO	EMB   	135   	3260306	2L7	2          	4F	RT	        	EMB135BJ            
EMB135ER    	02/03/2000	SO	EMB   	135   	3260203	2L7	2          	4F	RT	T00011AT	EMB135ER            
EMB135KL    	03/13/2002	SO	EMB   	135   	3260302	2L7	2          	4F	RT	T00011AT	EMB135KL            
EMB135LR    	03/13/2002	SO	EMB   	135   	3260305	2L7	2          	4F	RT	T00011AT	EMB135LR            
EMB145      	11/01/2001	SO	EMB   	145   	3260210	2L7	2          	4F	RT	T00011AT	EMB145              
EMB145EP    	12/08/2004	SO	EMB   	145   	3260221	2L7	2          	4F	RT	T00011AT	EMB145EP            
EMB145ER    	11/01/2001	SO	EMB   	145   	3260211	2L7	2          	4F	RT	T00011AT	EMB145ER            
EMB145LR    	11/01/2001	SO	EMB   	145   	3260212	2L7	2          	4T	RT	T00011AT	EMB145LR            
EMB145MP    	12/08/2004	SO	EMB   	145   	3260216	2L7	2          	4F	RT	T00011AT	EMB145MP            
EMB145MR    	11/01/2001	SO	EMB   	145   	3260213	2L7	2          	4T	RT	T00011AT	EMB145MR            
EMB145XR    	01/28/2004	SO	EMB   	145   	3260214	2L7	2          	4F	RT	        	EMB145XR            
EMB312      	06/02/2008	SO	EMB   	312   	       	1L7	1          	4T	RT	        	EMB312TUCANO        
EMB500      	10/19/2009	SO	EMB   	500   	3260402	1L7	2          	4F	RT	A59CE   	EMB500              
EMB505      	02/23/2011	SO	EMB   	505   	3260407	2L7	2          	4F	RT	A60CE   	EMB505              
EMERAUDCP30 	10/07/1999	GL	AMTR  	EMARUD	       	1L7	1          	3O	  	EXPA1L71	EMERAUDECP30        
EMERAUDCP300	10/07/1999	GL	AMTR  	EMRAUD	       	1L7	1          	3O	  	EXPA1L71	EMERAUDECP300       
EMERAUDE    	08/07/1997	GL	AMTR  	EMERAU	       	1L7	1          	3O	NC	EXPA1L71	SUPEREMERAUDE       
EMERAUDSUPER	10/07/1999	GL	AMTR  	EMRAUD	       	1L7	1          	3O	  	EXPA1L71	EMERAUDESUPER       
ENFSPECIAL  	03/22/1983	EA	WACO  	ENF   	9600414	1Q7	1          	3I	  	2430    	2430                
ENSTROM480  	05/30/1996	GL	ENSTRM	F28   	       	1G7	1          	3O	NC	H1CE    	ENSTROM480          
EON460SERS1 	03/22/1983	EU	ELLOTS	460   	       	1K0	0          	  	  	G31N    	EON460SERIES1       
EONSERS419X 	03/22/1983	EU	ELLOTS	419X  	       	1K0	0          	  	  	7G7     	OLYMPIAEONSERIES419X
EOS001      	10/07/1999	GL	AMTR  	EOS001	       	1L7	1          	3O	  	EXPA1L71	EOS001              
EPACEMAKER  	10/11/2001	EA	BLANCA	PACMKR	1200200	1H7	1          	3R	  	ATC476  	EPACEMAKER          
EPICDYNASTY 	11/24/2008	NM	EPIC  	EPIC  	       	1L7	1          	4T	RT	        	EPICDYNASTY         
EPICELITE   	11/24/2008	NM	EPIC  	EPIC  	       	1L7	2          	4F	RT	        	EPICELITE           
EPICESCAPE  	11/24/2008	NM	EPIC  	EPIC  	       	1L7	1          	4T	RT	        	EPICESCAPE          
EPICLT      	11/24/2008	NM	EPIC  	EPIC  	       	1L7	1          	4T	RT	        	EPICLT              
EPICVICTORY 	11/24/2008	NM	EPIC  	EPIC  	       	1L7	1          	4F	RT	        	EPICVICTORY         
EQC6        	03/22/1983	EA	WACO  	QC6   	9600644	1Q7	1          	3R	  	ATC579  	EQC6                
ERACER      	09/24/2013	GL	AMTR  	ERACER	       	1M7	1          	3O	RT	EXPA1M71	ERACER              
ERJ170100   	03/24/2006	EU	EMB   	ERJ170	       	2L7	2          	4F	RT	A56NM   	ERJ170100           
ERJ170100LR 	11/15/2007	NM	EMB   	ERJ170	3260401	2L7	2          	4F	RT	A56NM   	ERJ170100LR         
ERJ170100SE 	11/15/2007	NM	EMB   	ERJ170	3260406	2L7	2          	4F	RT	A56NM   	ERJ170100SE         
ERJ170100STD	11/15/2007	NM	EMB   	ERJ170	NIR    	2L7	2          	4F	RT	A56NM   	ERJ70100STD         
ERJ170100SU 	03/12/2007	NM	EMB   	ERJ170	3260403	2L7	2          	4F	RT	A56NM   	ERJ170100SU         
ERJ170200LR 	11/15/2007	NM	EMB   	ERJ170	3260121	2L7	2          	4F	RT	A56NM   	ERJ170200LR         
ERJ170200STD	11/15/2007	NM	EMB   	ERJ170	NIR    	2L7	2          	4F	RT	A56NM   	ERJ170200STD        
ERJ170200SU 	11/15/2007	NM	EMB   	ERJ170	NIR    	2L7	2          	4F	RT	A56NM   	ERJ170200SU         
ERJ190100ECJ	03/25/2008	NM	EMB   	ERJ190	NIR    	2L7	2          	4F	RT	A57NM   	ERJ190100ECJ        
ERJ190100IGW	03/25/2008	NM	EMB   	ERJ190	3260408	2L7	2          	4F	RT	A57NM   	ERJ190100IGW        
ERJ190100LR 	03/25/2008	NM	EMB   	ERJ190	3260409	2L7	2          	4F	RT	A57NM   	ERJ190100LR         
ERJ190100STD	03/25/2008	NM	EMB   	ERJ190	NIR    	2L7	2          	4F	RT	A57NM   	ERJ190100STD        
ERJ190200IGW	03/25/2008	NM	EMB   	ERJ190	NIR    	2L7	2          	4F	RT	A57NM   	ERJ190200IGW        
ERJ190200LR 	03/25/2008	NM	EMB   	ERJ190	3260520	2L7	2          	4F	RT	A57NM   	ERJ190100LR         
ERJ190200STD	03/25/2008	NM	EMB   	ERJ190	NIR    	2L7	2          	4F	RT	A57NM   	ERJ190200STD        
ESCAPADE    	09/25/2007	SO	JUSTAC	ESCAPA	056148C	1H7	1          	  	NT	EXPA1H71	ESCAPADE            
ET90        	02/09/1995	EU	CAMRON	ET90  	1880265	1B0	0          	0 	0 	        	ET90                
EUROFOX     	03/06/2012	EU	AMTR  	UROFOX	060002B	1H7	1          	3O	NT	EXPA1H71	EUROFOX             
EUROFOX2K   	03/06/2012	EU	AMTR  	UROFOX	060005O	1H7	1          	3O	NC	EXPA1H71	EUROFOX2K           
EUROFOX3K   	03/06/2012	EU	AMTR  	UROFOX	060005N	1H7	1          	3O	NT	EXPA1H71	EUROFOX3K           
EUROPA*     	05/28/2003	GL	AMTR  	EUROPA	056075X	1L7	1          	  	  	EXPA1L71	EUROPAMODELUNK      
EUROPACLASIC	10/29/2001	GL	AMTR  	EUROPA	       	1L7	1          	  	RT	EXPA1L71	EUROPACLASSIC       
EUROPAMONO  	12/19/1997	GL	AMTR  	EURO  	05602TY	1L7	1          	3O	RC	EXPA1L71	EUROPAMONOWHEEL     
